customer_id,risk_score,risk_category
46964,55,Medium Risk
46965,70,Medium Risk
46966,40,High Risk
46967,70,Medium Risk
46968,55,Medium Risk
46969,40,High Risk
46970,55,Medium Risk
46971,75,Medium Risk
46972,75,Medium Risk
46973,75,Medium Risk
46974,75,Medium Risk
46975,40,High Risk
46976,70,Medium Risk
46977,70,Medium Risk
46978,55,Medium Risk
46979,55,Medium Risk
46980,70,Medium Risk
46981,65,Medium Risk
46982,35,High Risk
46983,55,Medium Risk
46984,70,Medium Risk
46985,50,Medium Risk
46986,70,Medium Risk
46987,70,Medium Risk
46988,40,High Risk
46989,55,Medium Risk
46990,55,Medium Risk
46991,40,High Risk
46992,40,High Risk
46993,70,Medium Risk
46994,55,Medium Risk
46995,55,Medium Risk
46996,55,Medium Risk
46997,55,Medium Risk
46998,90,Low Risk
46999,75,Medium Risk
47000,70,Medium Risk
47001,40,High Risk
47002,55,Medium Risk
47003,70,Medium Risk
47004,55,Medium Risk
47005,75,Medium Risk
47006,70,Medium Risk
47007,90,Low Risk
47008,75,Medium Risk
47009,55,Medium Risk
47010,55,Medium Risk
47011,40,High Risk
47012,70,Medium Risk
47013,50,Medium Risk
47014,55,Medium Risk
47015,70,Medium Risk
47016,60,Medium Risk
47017,55,Medium Risk
47018,55,Medium Risk
47019,90,Low Risk
47020,40,High Risk
47021,55,Medium Risk
47022,40,High Risk
47023,70,Medium Risk
47024,70,Medium Risk
47025,40,High Risk
47026,55,Medium Risk
47027,40,High Risk
47028,55,Medium Risk
47029,65,Medium Risk
47030,40,High Risk
47031,55,Medium Risk
47032,55,Medium Risk
47033,75,Medium Risk
47034,35,High Risk
47035,55,Medium Risk
47036,90,Low Risk
47037,70,Medium Risk
47038,55,Medium Risk
47039,55,Medium Risk
47040,60,Medium Risk
47041,75,Medium Risk
47042,55,Medium Risk
47043,75,Medium Risk
47044,70,Medium Risk
47045,55,Medium Risk
47046,75,Medium Risk
47047,50,Medium Risk
47048,55,Medium Risk
47049,55,Medium Risk
47050,70,Medium Risk
47051,70,Medium Risk
47052,55,Medium Risk
47053,40,High Risk
47054,55,Medium Risk
47055,70,Medium Risk
47056,40,High Risk
47057,55,Medium Risk
47058,55,Medium Risk
47059,40,High Risk
47060,70,Medium Risk
47061,60,Medium Risk
47062,70,Medium Risk
47063,75,Medium Risk
47064,70,Medium Risk
47065,55,Medium Risk
47066,55,Medium Risk
47067,55,Medium Risk
47068,55,Medium Risk
47069,55,Medium Risk
47070,55,Medium Risk
47071,75,Medium Risk
47072,75,Medium Risk
47073,70,Medium Risk
47074,70,Medium Risk
47075,70,Medium Risk
47076,55,Medium Risk
47077,90,Low Risk
47078,75,Medium Risk
47079,35,High Risk
47080,40,High Risk
47081,55,Medium Risk
47082,40,High Risk
47083,90,Low Risk
47084,40,High Risk
47085,70,Medium Risk
47086,70,Medium Risk
47087,60,Medium Risk
47088,40,High Risk
47089,40,High Risk
47090,40,High Risk
47091,70,Medium Risk
47092,55,Medium Risk
47093,55,Medium Risk
47094,70,Medium Risk
47095,70,Medium Risk
47096,55,Medium Risk
47097,75,Medium Risk
47098,75,Medium Risk
47099,55,Medium Risk
47100,70,Medium Risk
47101,55,Medium Risk
47102,40,High Risk
47103,55,Medium Risk
47104,55,Medium Risk
47105,70,Medium Risk
47106,50,Medium Risk
47107,40,High Risk
47108,55,Medium Risk
47109,70,Medium Risk
47110,75,Medium Risk
47111,55,Medium Risk
47112,55,Medium Risk
47113,40,High Risk
47114,40,High Risk
47115,35,High Risk
47116,70,Medium Risk
47117,70,Medium Risk
47118,40,High Risk
47119,75,Medium Risk
47120,70,Medium Risk
47121,90,Low Risk
47122,70,Medium Risk
47123,70,Medium Risk
47124,35,High Risk
47125,55,Medium Risk
47126,55,Medium Risk
47127,75,Medium Risk
47128,70,Medium Risk
47129,40,High Risk
47130,75,Medium Risk
47131,70,Medium Risk
47132,70,Medium Risk
47133,70,Medium Risk
47134,55,Medium Risk
47135,50,Medium Risk
47136,55,Medium Risk
47137,55,Medium Risk
47138,90,Low Risk
47139,70,Medium Risk
47140,70,Medium Risk
47141,55,Medium Risk
47142,70,Medium Risk
47143,55,Medium Risk
47144,70,Medium Risk
47145,40,High Risk
47146,55,Medium Risk
47147,55,Medium Risk
47148,70,Medium Risk
47149,55,Medium Risk
47150,40,High Risk
47151,55,Medium Risk
47152,70,Medium Risk
47153,70,Medium Risk
47154,70,Medium Risk
47155,55,Medium Risk
47156,70,Medium Risk
47157,55,Medium Risk
47158,70,Medium Risk
47159,55,Medium Risk
47160,20,High Risk
47161,55,Medium Risk
47162,40,High Risk
47163,75,Medium Risk
47164,60,Medium Risk
47165,55,Medium Risk
47166,60,Medium Risk
47167,75,Medium Risk
47168,55,Medium Risk
47169,55,Medium Risk
47170,40,High Risk
47171,40,High Risk
47172,55,Medium Risk
47173,40,High Risk
47174,55,Medium Risk
47175,70,Medium Risk
47176,55,Medium Risk
47177,55,Medium Risk
47178,40,High Risk
47179,60,Medium Risk
47180,40,High Risk
47181,70,Medium Risk
47182,60,Medium Risk
47183,55,Medium Risk
47184,35,High Risk
47185,70,Medium Risk
47186,55,Medium Risk
47187,40,High Risk
47188,55,Medium Risk
47189,90,Low Risk
47190,40,High Risk
47191,70,Medium Risk
47192,70,Medium Risk
47193,55,Medium Risk
47194,55,Medium Risk
47195,55,Medium Risk
47196,90,Low Risk
47197,35,High Risk
47198,35,High Risk
47199,55,Medium Risk
47200,70,Medium Risk
47201,70,Medium Risk
47202,50,Medium Risk
47203,70,Medium Risk
47204,40,High Risk
47205,70,Medium Risk
47206,55,Medium Risk
47207,75,Medium Risk
47208,55,Medium Risk
47209,75,Medium Risk
47210,55,Medium Risk
47211,55,Medium Risk
47212,60,Medium Risk
47213,70,Medium Risk
47214,70,Medium Risk
47215,55,Medium Risk
47216,70,Medium Risk
47217,55,Medium Risk
47218,35,High Risk
47219,55,Medium Risk
47220,60,Medium Risk
47221,55,Medium Risk
47222,70,Medium Risk
47223,55,Medium Risk
47224,55,Medium Risk
47225,70,Medium Risk
47226,55,Medium Risk
47227,70,Medium Risk
47228,55,Medium Risk
47229,55,Medium Risk
47230,55,Medium Risk
47231,55,Medium Risk
47232,70,Medium Risk
47233,70,Medium Risk
47234,55,Medium Risk
47235,70,Medium Risk
47236,55,Medium Risk
47237,70,Medium Risk
47238,70,Medium Risk
47239,55,Medium Risk
47240,55,Medium Risk
47241,55,Medium Risk
47242,70,Medium Risk
47243,55,Medium Risk
47244,20,High Risk
47245,70,Medium Risk
47246,55,Medium Risk
47247,55,Medium Risk
47248,90,Low Risk
47249,55,Medium Risk
47250,55,Medium Risk
47251,70,Medium Risk
47252,55,Medium Risk
47253,70,Medium Risk
47254,70,Medium Risk
47255,55,Medium Risk
47256,40,High Risk
47257,75,Medium Risk
47258,70,Medium Risk
47259,55,Medium Risk
47260,70,Medium Risk
47261,70,Medium Risk
47262,55,Medium Risk
47263,90,Low Risk
47264,70,Medium Risk
47265,70,Medium Risk
47266,35,High Risk
47267,75,Medium Risk
47268,70,Medium Risk
47269,90,Low Risk
47270,55,Medium Risk
47271,75,Medium Risk
47272,90,Low Risk
47273,55,Medium Risk
47274,55,Medium Risk
47275,55,Medium Risk
47276,35,High Risk
47277,40,High Risk
47278,55,Medium Risk
47279,70,Medium Risk
47280,90,Low Risk
47281,55,Medium Risk
47282,55,Medium Risk
47283,40,High Risk
47284,20,High Risk
47285,35,High Risk
47286,55,Medium Risk
47287,55,Medium Risk
47288,75,Medium Risk
47289,75,Medium Risk
47290,70,Medium Risk
47291,70,Medium Risk
47292,55,Medium Risk
47293,70,Medium Risk
47294,55,Medium Risk
47295,20,High Risk
47296,70,Medium Risk
47297,55,Medium Risk
47298,40,High Risk
47299,40,High Risk
47300,75,Medium Risk
47301,40,High Risk
47302,55,Medium Risk
47303,90,Low Risk
47304,55,Medium Risk
47305,55,Medium Risk
47306,55,Medium Risk
47307,55,Medium Risk
47308,55,Medium Risk
47309,55,Medium Risk
47310,60,Medium Risk
47311,25,High Risk
47312,40,High Risk
47313,55,Medium Risk
47314,55,Medium Risk
47315,70,Medium Risk
47316,55,Medium Risk
47317,70,Medium Risk
47318,55,Medium Risk
47319,75,Medium Risk
47320,55,Medium Risk
47321,35,High Risk
47322,55,Medium Risk
47323,35,High Risk
47324,25,High Risk
47325,55,Medium Risk
47326,55,Medium Risk
47327,55,Medium Risk
47328,55,Medium Risk
47329,55,Medium Risk
47330,70,Medium Risk
47331,80,Low Risk
47332,40,High Risk
47333,70,Medium Risk
47334,55,Medium Risk
47335,55,Medium Risk
47336,55,Medium Risk
47337,55,Medium Risk
47338,90,Low Risk
47339,90,Low Risk
47340,70,Medium Risk
47341,70,Medium Risk
47342,70,Medium Risk
47343,70,Medium Risk
47344,70,Medium Risk
47345,55,Medium Risk
47346,45,High Risk
47347,55,Medium Risk
47348,40,High Risk
47349,55,Medium Risk
47350,40,High Risk
47351,50,Medium Risk
47352,50,Medium Risk
47353,55,Medium Risk
47354,55,Medium Risk
47355,50,Medium Risk
47356,55,Medium Risk
47357,55,Medium Risk
47358,35,High Risk
47359,70,Medium Risk
47360,75,Medium Risk
47361,55,Medium Risk
47362,70,Medium Risk
47363,55,Medium Risk
47364,90,Low Risk
47365,75,Medium Risk
47366,55,Medium Risk
47367,75,Medium Risk
47368,70,Medium Risk
47369,40,High Risk
47370,55,Medium Risk
47371,85,Low Risk
47372,70,Medium Risk
47373,55,Medium Risk
47374,90,Low Risk
47375,75,Medium Risk
47376,35,High Risk
47377,55,Medium Risk
47378,40,High Risk
47379,90,Low Risk
47380,90,Low Risk
47381,55,Medium Risk
47382,55,Medium Risk
47383,40,High Risk
47384,75,Medium Risk
47385,50,Medium Risk
47386,60,Medium Risk
47387,40,High Risk
47388,55,Medium Risk
47389,90,Low Risk
47390,75,Medium Risk
47391,75,Medium Risk
47392,55,Medium Risk
47393,35,High Risk
47394,55,Medium Risk
47395,75,Medium Risk
47396,90,Low Risk
47397,75,Medium Risk
47398,75,Medium Risk
47399,70,Medium Risk
47400,75,Medium Risk
47401,90,Low Risk
47402,70,Medium Risk
47403,50,Medium Risk
47404,35,High Risk
47405,55,Medium Risk
47406,55,Medium Risk
47407,70,Medium Risk
47408,60,Medium Risk
47409,40,High Risk
47410,70,Medium Risk
47411,90,Low Risk
47412,55,Medium Risk
47413,55,Medium Risk
47414,70,Medium Risk
47415,70,Medium Risk
47416,70,Medium Risk
47417,75,Medium Risk
47418,55,Medium Risk
47419,75,Medium Risk
47420,70,Medium Risk
47421,55,Medium Risk
47422,90,Low Risk
47423,35,High Risk
47424,70,Medium Risk
47425,70,Medium Risk
47426,40,High Risk
47427,40,High Risk
47428,40,High Risk
47429,75,Medium Risk
47430,50,Medium Risk
47431,70,Medium Risk
47432,55,Medium Risk
47433,55,Medium Risk
47434,90,Low Risk
47435,40,High Risk
47436,70,Medium Risk
47437,70,Medium Risk
47438,55,Medium Risk
47439,25,High Risk
47440,90,Low Risk
47441,20,High Risk
47442,75,Medium Risk
47443,90,Low Risk
47444,35,High Risk
47445,60,Medium Risk
47446,70,Medium Risk
47447,20,High Risk
47448,55,Medium Risk
47449,60,Medium Risk
47450,70,Medium Risk
47451,40,High Risk
47452,55,Medium Risk
47453,40,High Risk
47454,70,Medium Risk
47455,55,Medium Risk
47456,70,Medium Risk
47457,55,Medium Risk
47458,55,Medium Risk
47459,55,Medium Risk
47460,55,Medium Risk
47461,75,Medium Risk
47462,55,Medium Risk
47463,35,High Risk
47464,70,Medium Risk
47465,70,Medium Risk
47466,35,High Risk
47467,55,Medium Risk
47468,40,High Risk
47469,70,Medium Risk
47470,35,High Risk
47471,55,Medium Risk
47472,55,Medium Risk
47473,75,Medium Risk
47474,55,Medium Risk
47475,70,Medium Risk
47476,55,Medium Risk
47477,70,Medium Risk
47478,75,Medium Risk
47479,40,High Risk
47480,70,Medium Risk
47481,70,Medium Risk
47482,70,Medium Risk
47483,90,Low Risk
47484,55,Medium Risk
47485,70,Medium Risk
47486,75,Medium Risk
47487,70,Medium Risk
47488,55,Medium Risk
47489,55,Medium Risk
47490,75,Medium Risk
47491,70,Medium Risk
47492,55,Medium Risk
47493,70,Medium Risk
47494,55,Medium Risk
47495,70,Medium Risk
47496,75,Medium Risk
47497,40,High Risk
47498,70,Medium Risk
47499,65,Medium Risk
47500,55,Medium Risk
47501,40,High Risk
47502,55,Medium Risk
47503,70,Medium Risk
47504,70,Medium Risk
47505,55,Medium Risk
47506,55,Medium Risk
47507,55,Medium Risk
47508,75,Medium Risk
47509,55,Medium Risk
47510,75,Medium Risk
47511,70,Medium Risk
47512,70,Medium Risk
47513,20,High Risk
47514,50,Medium Risk
47515,70,Medium Risk
47516,55,Medium Risk
47517,75,Medium Risk
47518,40,High Risk
47519,70,Medium Risk
47520,55,Medium Risk
47521,90,Low Risk
47522,55,Medium Risk
47523,55,Medium Risk
47524,65,Medium Risk
47525,75,Medium Risk
47526,75,Medium Risk
47527,70,Medium Risk
47528,55,Medium Risk
47529,70,Medium Risk
47530,70,Medium Risk
47531,55,Medium Risk
47532,70,Medium Risk
47533,70,Medium Risk
47534,70,Medium Risk
47535,55,Medium Risk
47536,55,Medium Risk
47537,55,Medium Risk
47538,25,High Risk
47539,35,High Risk
47540,50,Medium Risk
47541,40,High Risk
47542,75,Medium Risk
47543,55,Medium Risk
47544,55,Medium Risk
47545,50,Medium Risk
47546,40,High Risk
47547,40,High Risk
47548,55,Medium Risk
47549,55,Medium Risk
47550,55,Medium Risk
47551,70,Medium Risk
47552,70,Medium Risk
47553,40,High Risk
47554,40,High Risk
47555,55,Medium Risk
47556,70,Medium Risk
47557,70,Medium Risk
47558,55,Medium Risk
47559,55,Medium Risk
47560,35,High Risk
47561,75,Medium Risk
47562,75,Medium Risk
47563,75,Medium Risk
47564,55,Medium Risk
47565,70,Medium Risk
47566,40,High Risk
47567,90,Low Risk
47568,70,Medium Risk
47569,55,Medium Risk
47570,70,Medium Risk
47571,35,High Risk
47572,55,Medium Risk
47573,75,Medium Risk
47574,40,High Risk
47575,20,High Risk
47576,55,Medium Risk
47577,50,Medium Risk
47578,90,Low Risk
47579,75,Medium Risk
47580,55,Medium Risk
47581,55,Medium Risk
47582,55,Medium Risk
47583,75,Medium Risk
47584,50,Medium Risk
47585,55,Medium Risk
47586,70,Medium Risk
47587,75,Medium Risk
47588,70,Medium Risk
47589,40,High Risk
47590,55,Medium Risk
47591,55,Medium Risk
47592,75,Medium Risk
47593,55,Medium Risk
47594,75,Medium Risk
47595,55,Medium Risk
47596,40,High Risk
47597,40,High Risk
47598,55,Medium Risk
47599,55,Medium Risk
47600,55,Medium Risk
47601,55,Medium Risk
47602,55,Medium Risk
47603,35,High Risk
47604,65,Medium Risk
47605,35,High Risk
47606,75,Medium Risk
47607,55,Medium Risk
47608,55,Medium Risk
47609,55,Medium Risk
47610,55,Medium Risk
47611,55,Medium Risk
47612,70,Medium Risk
47613,70,Medium Risk
47614,55,Medium Risk
47615,90,Low Risk
47616,35,High Risk
47617,50,Medium Risk
47618,55,Medium Risk
47619,70,Medium Risk
47620,70,Medium Risk
47621,55,Medium Risk
47622,70,Medium Risk
47623,55,Medium Risk
47624,70,Medium Risk
47625,55,Medium Risk
47626,55,Medium Risk
47627,70,Medium Risk
47628,40,High Risk
47629,55,Medium Risk
47630,55,Medium Risk
47631,70,Medium Risk
47632,55,Medium Risk
47633,55,Medium Risk
47634,60,Medium Risk
47635,40,High Risk
47636,65,Medium Risk
47637,70,Medium Risk
47638,55,Medium Risk
47639,90,Low Risk
47640,40,High Risk
47641,55,Medium Risk
47642,55,Medium Risk
47643,55,Medium Risk
47644,55,Medium Risk
47645,70,Medium Risk
47646,40,High Risk
47647,75,Medium Risk
47648,35,High Risk
47649,75,Medium Risk
47650,55,Medium Risk
47651,55,Medium Risk
47652,55,Medium Risk
47653,55,Medium Risk
47654,70,Medium Risk
47655,20,High Risk
47656,55,Medium Risk
47657,55,Medium Risk
47658,55,Medium Risk
47659,40,High Risk
47660,40,High Risk
47661,55,Medium Risk
47662,55,Medium Risk
47663,55,Medium Risk
47664,40,High Risk
47665,55,Medium Risk
47666,90,Low Risk
47667,35,High Risk
47668,55,Medium Risk
47669,40,High Risk
47670,70,Medium Risk
47671,40,High Risk
47672,55,Medium Risk
47673,55,Medium Risk
47674,60,Medium Risk
47675,55,Medium Risk
47676,70,Medium Risk
47677,70,Medium Risk
47678,55,Medium Risk
47679,55,Medium Risk
47680,70,Medium Risk
47681,35,High Risk
47682,55,Medium Risk
47683,70,Medium Risk
47684,50,Medium Risk
47685,60,Medium Risk
47686,55,Medium Risk
47687,40,High Risk
47688,55,Medium Risk
47689,55,Medium Risk
47690,40,High Risk
47691,60,Medium Risk
47692,35,High Risk
47693,55,Medium Risk
47694,55,Medium Risk
47695,55,Medium Risk
47696,70,Medium Risk
47697,75,Medium Risk
47698,35,High Risk
47699,70,Medium Risk
47700,70,Medium Risk
47701,70,Medium Risk
47702,55,Medium Risk
47703,55,Medium Risk
47704,70,Medium Risk
47705,70,Medium Risk
47706,60,Medium Risk
47707,90,Low Risk
47708,55,Medium Risk
47709,70,Medium Risk
47710,55,Medium Risk
47711,70,Medium Risk
47712,70,Medium Risk
47713,55,Medium Risk
47714,35,High Risk
47715,40,High Risk
47716,55,Medium Risk
47717,55,Medium Risk
47718,55,Medium Risk
47719,55,Medium Risk
47720,55,Medium Risk
47721,35,High Risk
47722,90,Low Risk
47723,70,Medium Risk
47724,70,Medium Risk
47725,40,High Risk
47726,40,High Risk
47727,75,Medium Risk
47728,75,Medium Risk
47729,75,Medium Risk
47730,35,High Risk
47731,60,Medium Risk
47732,55,Medium Risk
47733,55,Medium Risk
47734,40,High Risk
47735,55,Medium Risk
47736,55,Medium Risk
47737,40,High Risk
47738,70,Medium Risk
47739,60,Medium Risk
47740,70,Medium Risk
47741,55,Medium Risk
47742,40,High Risk
47743,70,Medium Risk
47744,55,Medium Risk
47745,60,Medium Risk
47746,60,Medium Risk
47747,70,Medium Risk
47748,55,Medium Risk
47749,55,Medium Risk
47750,55,Medium Risk
47751,70,Medium Risk
47752,90,Low Risk
47753,55,Medium Risk
47754,90,Low Risk
47755,55,Medium Risk
47756,70,Medium Risk
47757,55,Medium Risk
47758,55,Medium Risk
47759,40,High Risk
47760,55,Medium Risk
47761,75,Medium Risk
47762,40,High Risk
47763,70,Medium Risk
47764,55,Medium Risk
47765,75,Medium Risk
47766,55,Medium Risk
47767,55,Medium Risk
47768,40,High Risk
47769,55,Medium Risk
47770,55,Medium Risk
47771,55,Medium Risk
47772,40,High Risk
47773,55,Medium Risk
47774,40,High Risk
47775,70,Medium Risk
47776,70,Medium Risk
47777,55,Medium Risk
47778,55,Medium Risk
47779,70,Medium Risk
47780,55,Medium Risk
47781,55,Medium Risk
47782,55,Medium Risk
47783,75,Medium Risk
47784,55,Medium Risk
47785,70,Medium Risk
47786,55,Medium Risk
47787,50,Medium Risk
47788,55,Medium Risk
47789,35,High Risk
47790,55,Medium Risk
47791,55,Medium Risk
47792,70,Medium Risk
47793,40,High Risk
47794,75,Medium Risk
47795,55,Medium Risk
47796,75,Medium Risk
47797,70,Medium Risk
47798,55,Medium Risk
47799,40,High Risk
47800,55,Medium Risk
47801,75,Medium Risk
47802,70,Medium Risk
47803,70,Medium Risk
47804,40,High Risk
47805,55,Medium Risk
47806,70,Medium Risk
47807,55,Medium Risk
47808,75,Medium Risk
47809,55,Medium Risk
47810,70,Medium Risk
47811,55,Medium Risk
47812,70,Medium Risk
47813,55,Medium Risk
47814,55,Medium Risk
47815,90,Low Risk
47816,60,Medium Risk
47817,55,Medium Risk
47818,40,High Risk
47819,35,High Risk
47820,55,Medium Risk
47821,90,Low Risk
47822,55,Medium Risk
47823,70,Medium Risk
47824,70,Medium Risk
47825,75,Medium Risk
47826,70,Medium Risk
47827,55,Medium Risk
47828,55,Medium Risk
47829,70,Medium Risk
47830,55,Medium Risk
47831,70,Medium Risk
47832,55,Medium Risk
47833,75,Medium Risk
47834,55,Medium Risk
47835,60,Medium Risk
47836,70,Medium Risk
47837,75,Medium Risk
47838,75,Medium Risk
47839,70,Medium Risk
47840,70,Medium Risk
47841,70,Medium Risk
47842,55,Medium Risk
47843,55,Medium Risk
47844,70,Medium Risk
47845,70,Medium Risk
47846,55,Medium Risk
47847,50,Medium Risk
47848,55,Medium Risk
47849,55,Medium Risk
47850,70,Medium Risk
47851,70,Medium Risk
47852,75,Medium Risk
47853,55,Medium Risk
47854,70,Medium Risk
47855,20,High Risk
47856,40,High Risk
47857,70,Medium Risk
47858,70,Medium Risk
47859,70,Medium Risk
47860,35,High Risk
47861,55,Medium Risk
47862,35,High Risk
47863,50,Medium Risk
47864,55,Medium Risk
47865,70,Medium Risk
47866,55,Medium Risk
47867,55,Medium Risk
47868,70,Medium Risk
47869,70,Medium Risk
47870,55,Medium Risk
47871,70,Medium Risk
47872,55,Medium Risk
47873,55,Medium Risk
47874,55,Medium Risk
47875,55,Medium Risk
47876,70,Medium Risk
47877,55,Medium Risk
47878,55,Medium Risk
47879,55,Medium Risk
47880,55,Medium Risk
47881,90,Low Risk
47882,55,Medium Risk
47883,55,Medium Risk
47884,55,Medium Risk
47885,90,Low Risk
47886,55,Medium Risk
47887,55,Medium Risk
47888,55,Medium Risk
47889,35,High Risk
47890,55,Medium Risk
47891,75,Medium Risk
47892,70,Medium Risk
47893,70,Medium Risk
47894,55,Medium Risk
47895,55,Medium Risk
47896,70,Medium Risk
47897,50,Medium Risk
47898,40,High Risk
47899,40,High Risk
47900,60,Medium Risk
47901,55,Medium Risk
47902,55,Medium Risk
47903,55,Medium Risk
47904,70,Medium Risk
47905,55,Medium Risk
47906,55,Medium Risk
47907,55,Medium Risk
47908,40,High Risk
47909,55,Medium Risk
47910,55,Medium Risk
47911,55,Medium Risk
47912,70,Medium Risk
47913,55,Medium Risk
47914,40,High Risk
47915,55,Medium Risk
47916,55,Medium Risk
47917,65,Medium Risk
47918,20,High Risk
47919,55,Medium Risk
47920,40,High Risk
47921,55,Medium Risk
47922,70,Medium Risk
47923,55,Medium Risk
47924,90,Low Risk
47925,70,Medium Risk
47926,70,Medium Risk
47927,90,Low Risk
47928,50,Medium Risk
47929,35,High Risk
47930,55,Medium Risk
47931,40,High Risk
47932,55,Medium Risk
47933,55,Medium Risk
47934,55,Medium Risk
47935,85,Low Risk
47936,70,Medium Risk
47937,40,High Risk
47938,55,Medium Risk
47939,90,Low Risk
47940,40,High Risk
47941,55,Medium Risk
47942,70,Medium Risk
47943,40,High Risk
47944,60,Medium Risk
47945,75,Medium Risk
47946,70,Medium Risk
47947,70,Medium Risk
47948,55,Medium Risk
47949,90,Low Risk
47950,40,High Risk
47951,40,High Risk
47952,55,Medium Risk
47953,75,Medium Risk
47954,60,Medium Risk
47955,40,High Risk
47956,90,Low Risk
47957,55,Medium Risk
47958,70,Medium Risk
47959,55,Medium Risk
47960,40,High Risk
47961,70,Medium Risk
47962,55,Medium Risk
47963,70,Medium Risk
47964,40,High Risk
47965,55,Medium Risk
47966,75,Medium Risk
47967,20,High Risk
47968,70,Medium Risk
47969,90,Low Risk
47970,40,High Risk
47971,55,Medium Risk
47972,70,Medium Risk
47973,40,High Risk
47974,55,Medium Risk
47975,70,Medium Risk
47976,55,Medium Risk
47977,70,Medium Risk
47978,55,Medium Risk
47979,70,Medium Risk
47980,70,Medium Risk
47981,75,Medium Risk
47982,35,High Risk
47983,55,Medium Risk
47984,35,High Risk
47985,55,Medium Risk
47986,70,Medium Risk
47987,70,Medium Risk
47988,40,High Risk
47989,55,Medium Risk
47990,55,Medium Risk
47991,55,Medium Risk
47992,75,Medium Risk
47993,55,Medium Risk
47994,70,Medium Risk
47995,70,Medium Risk
47996,55,Medium Risk
47997,75,Medium Risk
47998,55,Medium Risk
47999,35,High Risk
48000,75,Medium Risk
48001,85,Low Risk
48002,55,Medium Risk
48003,50,Medium Risk
48004,55,Medium Risk
48005,70,Medium Risk
48006,40,High Risk
48007,55,Medium Risk
48008,60,Medium Risk
48009,70,Medium Risk
48010,70,Medium Risk
48011,55,Medium Risk
48012,35,High Risk
48013,55,Medium Risk
48014,70,Medium Risk
48015,55,Medium Risk
48016,70,Medium Risk
48017,40,High Risk
48018,25,High Risk
48019,55,Medium Risk
48020,40,High Risk
48021,40,High Risk
48022,70,Medium Risk
48023,55,Medium Risk
48024,70,Medium Risk
48025,70,Medium Risk
48026,55,Medium Risk
48027,70,Medium Risk
48028,50,Medium Risk
48029,70,Medium Risk
48030,55,Medium Risk
48031,55,Medium Risk
48032,40,High Risk
48033,70,Medium Risk
48034,40,High Risk
48035,70,Medium Risk
48036,40,High Risk
48037,55,Medium Risk
48038,55,Medium Risk
48039,55,Medium Risk
48040,70,Medium Risk
48041,35,High Risk
48042,70,Medium Risk
48043,75,Medium Risk
48044,70,Medium Risk
48045,70,Medium Risk
48046,70,Medium Risk
48047,90,Low Risk
48048,20,High Risk
48049,55,Medium Risk
48050,70,Medium Risk
48051,55,Medium Risk
48052,70,Medium Risk
48053,55,Medium Risk
48054,35,High Risk
48055,70,Medium Risk
48056,55,Medium Risk
48057,55,Medium Risk
48058,55,Medium Risk
48059,75,Medium Risk
48060,55,Medium Risk
48061,20,High Risk
48062,55,Medium Risk
48063,70,Medium Risk
48064,70,Medium Risk
48065,70,Medium Risk
48066,55,Medium Risk
48067,70,Medium Risk
48068,55,Medium Risk
48069,55,Medium Risk
48070,70,Medium Risk
48071,70,Medium Risk
48072,40,High Risk
48073,40,High Risk
48074,75,Medium Risk
48075,35,High Risk
48076,40,High Risk
48077,55,Medium Risk
48078,55,Medium Risk
48079,55,Medium Risk
48080,55,Medium Risk
48081,75,Medium Risk
48082,55,Medium Risk
48083,60,Medium Risk
48084,40,High Risk
48085,50,Medium Risk
48086,90,Low Risk
48087,75,Medium Risk
48088,55,Medium Risk
48089,55,Medium Risk
48090,90,Low Risk
48091,70,Medium Risk
48092,70,Medium Risk
48093,70,Medium Risk
48094,70,Medium Risk
48095,70,Medium Risk
48096,40,High Risk
48097,70,Medium Risk
48098,55,Medium Risk
48099,40,High Risk
48100,75,Medium Risk
48101,55,Medium Risk
48102,70,Medium Risk
48103,70,Medium Risk
48104,55,Medium Risk
48105,55,Medium Risk
48106,90,Low Risk
48107,70,Medium Risk
48108,55,Medium Risk
48109,75,Medium Risk
48110,55,Medium Risk
48111,55,Medium Risk
48112,55,Medium Risk
48113,55,Medium Risk
48114,90,Low Risk
48115,70,Medium Risk
48116,70,Medium Risk
48117,55,Medium Risk
48118,55,Medium Risk
48119,55,Medium Risk
48120,55,Medium Risk
48121,55,Medium Risk
48122,55,Medium Risk
48123,55,Medium Risk
48124,55,Medium Risk
48125,25,High Risk
48126,55,Medium Risk
48127,70,Medium Risk
48128,55,Medium Risk
48129,55,Medium Risk
48130,55,Medium Risk
48131,55,Medium Risk
48132,55,Medium Risk
48133,75,Medium Risk
48134,35,High Risk
48135,55,Medium Risk
48136,75,Medium Risk
48137,50,Medium Risk
48138,55,Medium Risk
48139,55,Medium Risk
48140,55,Medium Risk
48141,55,Medium Risk
48142,55,Medium Risk
48143,35,High Risk
48144,75,Medium Risk
48145,40,High Risk
48146,70,Medium Risk
48147,45,High Risk
48148,90,Low Risk
48149,55,Medium Risk
48150,55,Medium Risk
48151,90,Low Risk
48152,55,Medium Risk
48153,55,Medium Risk
48154,65,Medium Risk
48155,55,Medium Risk
48156,35,High Risk
48157,50,Medium Risk
48158,60,Medium Risk
48159,55,Medium Risk
48160,70,Medium Risk
48161,55,Medium Risk
48162,55,Medium Risk
48163,70,Medium Risk
48164,35,High Risk
48165,75,Medium Risk
48166,40,High Risk
48167,55,Medium Risk
48168,70,Medium Risk
