SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.840588502128516,50,0,5.711033369267378,3351.3271105416347,8,0,2,0,1.0
0,0.3680356828700887,47,0,0.6452468286484538,4908.244523539567,1,0,0,0,2.0
0,0.025954556921657,72,0,4.718647576383402,8580.603287449914,7,0,3,0,1.0
0,0.1360137461993028,58,0,2.6706175391313627,1630.9223138701416,7,0,0,0,1.0
0,0.0752120527943658,67,2,1.2164871733297051,3894.9017636854664,5,0,0,2,0.0
0,0.7926029162038508,56,0,0.1698607268765481,1429.5604203623748,4,0,1,0,0.0
1,0.1915209398237669,67,0,0.9854821995916572,2771.1429461235225,12,0,1,0,0.0
0,1.5483043145144977,62,0,0.2939772854818519,2839.8222006000624,7,0,1,0,0.0
0,1.6131166489777529,37,4,8.158391508935381,1799.8602194409227,6,0,1,0,0.0
0,1.919480400401834,51,0,1.543111398937363,4908.244523539567,5,0,2,0,0.0
0,1.233905104713618,41,0,15.686380139180647,4929.30015379704,6,0,3,2,0.0
0,3.745339553362031,61,0,2.1904932504212047,4908.244523539567,10,0,1,0,0.0
0,7.033277747823636,58,0,8.296037143878154,3506.787844384244,4,0,1,0,2.0
0,0.9194618827528036,42,0,2.587274430815544,7458.519776357779,6,0,1,0,0.0
0,0.7332505887607368,59,0,2.1224216290979885,9257.46013342907,2,5,3,0,2.0
0,0.1202406597077337,36,0,45.75031416470469,14999.196127893149,4,0,0,0,2.0
0,0.1041391342848068,53,0,0.7294029707966936,5643.948954544931,10,0,1,0,0.0
0,4.445334525470827,53,0,3.312555856479909,10975.694595168585,13,0,2,0,1.0
0,1.2813667824181485,51,0,0.7504303284026776,4908.244523539567,7,0,1,0,0.0
0,1.954099934104775,27,0,0.1611763108364732,16166.045798656469,16,0,3,0,2.0
0,0.801629197428805,70,1,0.1783548043464605,4814.71334587208,8,0,3,0,0.0
0,2.9103709954804953,26,0,76.65508633047027,10017.642122725816,9,0,0,0,1.0
0,0.0781982630772608,53,0,2.14456262709794,18543.162228479523,8,0,0,0,1.0
0,3.225645482268273,52,1,0.5541576964491773,677.3212820373657,9,0,4,1,0.0
0,0.0698639111438994,26,1,47.28240097940465,5488.159497984502,6,0,0,0,1.0
0,0.1371500460233033,68,0,24.0008321321203,4309.378375198553,8,0,2,0,0.0
0,5.4042670694023895,42,0,0.2013145803808513,4908.244523539567,7,0,1,1,0.0
0,0.0002187242089571,60,0,1.3914197046192394,13769.178548801525,8,0,0,0,0.0
0,0.5793229378354149,57,1,5.269458621918938,3589.5287182756247,11,0,0,0,0.0
0,2.023516557326264,44,0,2.417256097775184,2321.4536289948,7,0,1,0,0.0
0,0.819439447875121,35,0,0.506949939463596,7179.058125141701,9,0,1,0,0.0
0,0.3775467331123819,30,0,1.3308644815999506,5026.449320039091,6,0,0,0,1.0
0,0.0072848912705394,46,1,0.2919988283817764,3343.4704155848426,11,0,1,0,3.0
1,0.2713853553666033,76,0,7.30919133816847,8426.884189333632,8,0,2,6,2.0
0,4.5879706080401625,58,0,22.256248491940987,4717.631534645741,6,0,1,0,2.0
0,5.941624253381795,69,0,0.7812023955300038,4908.244523539567,9,1,1,0,1.0
0,0.1279688680996674,53,0,1.7041297945598832,5236.138583552036,8,0,1,0,1.0
0,0.9890310550042488,43,3,26.61961812829185,4908.244523539567,12,0,2,0,1.0
0,6.24660106020121,52,0,0.9840734997680683,6555.656151410392,8,0,2,0,1.0
0,0.5671934803487113,50,0,3.1318489512653023,3835.0377066746582,11,1,2,2,2.0
0,2.9675701622423416,25,0,10.334819833145168,4908.244523539567,8,0,0,1,0.0
0,0.0045006312880178,55,0,61.0911085050098,4908.244523539567,10,0,1,0,0.0
0,0.0398361900805751,35,0,2.638943863183447,1774.200538808783,10,0,1,0,2.0
0,0.1174380997113985,32,6,3.8542357429277097,21577.118537373608,4,1,0,0,1.0
0,0.0139941482106945,52,0,63.538505898683184,4908.244523539567,7,0,1,0,0.0
0,0.65046495602137,58,0,6.802184025895581,4908.244523539567,4,0,0,0,0.0
0,4.951157508359648,52,0,0.197148409457898,4908.244523539567,6,0,1,1,1.0
0,0.8858673690549896,53,0,9.04820989500613,4242.118491762007,4,0,0,0,1.0
0,4.8256183042477705,52,0,0.4591284043953083,1356.830920639661,9,5,2,0,0.0
0,0.1617431962998345,46,0,16.420324777367686,7735.778546851888,6,5,0,0,0.0
0,0.0973283580877393,46,96,9.149307446655476,1891.695876409907,5,1,1,0,2.0
1,2.523229933331297,54,0,16.352719003033837,4578.144641326769,8,0,1,0,1.0
0,0.3033518455247121,60,0,1.510237574762994,2403.3569038536507,10,0,1,0,0.0
0,0.1693093142980087,47,0,74.77500102944761,4908.244523539567,11,0,0,0,0.0
0,0.0803740687102752,23,0,1.2102852960626485,4348.305647109377,5,0,2,0,4.0
0,2.977498808366213,52,0,3.232221151233072,1381.4943068457108,4,0,0,0,2.0
0,1.297206986776403,48,0,3.43954908136113,2577.275944103071,5,0,1,0,0.0
0,8.014940432221431,52,0,2.2486543345955607,15176.65964008044,7,0,1,0,2.0
0,2.0730235944697233,47,0,0.1131769600337245,4908.244523539567,6,0,4,0,0.0
0,3.634531727683533,43,3,0.4333033236497777,1021.5084395548682,11,0,1,3,2.0
0,2.4689654467955457,71,0,7.654032735497267,6749.614006931011,9,0,2,0,0.0
1,4.197837688449901,39,5,9.368399551769295,9856.4847584472,4,0,0,0,0.0
0,3.146014325795066,80,0,7.371958563354728,5270.613736142534,8,0,1,0,1.0
0,2.021507439666827,40,0,0.3458222125954954,4067.7029849750857,4,1,2,0,0.0
0,2.440577476725955,46,0,0.2292454467132102,4908.244523539567,5,0,2,0,1.0
0,1.6737175139804896,62,0,3.196577275914154,4255.534918090045,12,0,0,0,3.0
0,0.6994993102213655,73,0,6.213416395478451,12507.71932116818,8,0,0,0,0.0
0,0.6142464671080793,63,0,2.8000312606054907,9537.963051393685,13,0,0,0,0.0
0,3.510768238115505,74,0,2.0802150676110713,4908.244523539567,6,0,1,0,1.0
0,0.6205519220968623,63,0,49.20354832340014,4908.244523539567,4,0,0,0,0.0
0,0.0821893475221047,42,0,6.290504503136162,4908.244523539567,7,2,2,0,0.0
0,3.290557191209329,68,0,0.4692393609775425,2950.2023740397944,7,0,3,0,0.0
0,6.3095873774434,21,0,2.2437996705387087,11516.9079442267,10,0,1,2,1.0
0,2.651731235504118,62,0,0.4002598767839923,4402.162491521129,9,0,0,0,1.0
0,3.3060542079600124,62,0,2.996604226658475,5090.852604788286,6,0,1,0,1.0
0,0.0608451053381554,66,0,153.65729055781907,4908.244523539567,6,0,0,0,0.0
0,1.2078807825591078,42,1,0.0090034808170829,4186.706876840558,8,0,1,0,2.0
0,2.2821936886264114,41,1,22.212339135520853,3465.0875554840864,6,0,1,0,1.0
0,2.337025851848083,32,0,0.6480792916118628,4908.244523539567,7,0,0,0,0.0
0,0.3634540699313726,50,4,6.925301984399497,1181.7574948270628,6,0,0,0,1.0
0,4.5977780713085545,44,0,18.30675004580943,8770.63081092504,7,2,1,0,1.0
1,0.8326262771835724,38,0,0.9596075208916368,14529.632875702206,7,0,2,0,1.0
1,1.6546001995945347,26,0,23.53226292197973,2758.942337693934,5,0,1,0,0.0
0,0.012000944672214,49,0,1.358408390022439,4793.225743851646,9,1,1,0,0.0
0,0.2411962344670923,47,0,0.8593904265446451,2269.3694064697265,6,0,2,0,1.0
0,2.650389785146019,57,3,10.825110847420426,4908.244523539567,12,2,2,0,1.0
0,0.4139606484347707,36,0,9.198870300187885,11778.73579345974,9,0,1,0,1.0
0,5.458357508420911,30,0,0.1767275114630821,3834.848827935566,6,0,0,0,0.0
0,7.661864676900882,49,0,15.091775799674515,3256.026127434763,9,0,1,0,1.0
0,1.6977963972047048,70,0,4.8991461576322495,10737.354113541793,4,0,0,0,0.0
0,7.531712266153164,82,0,0.5017403822103448,4393.473121900567,7,0,1,0,1.0
0,0.0138189029067001,45,1,27.118568761936263,8865.870337409677,6,0,3,0,0.0
0,0.0078391040404243,44,3,0.8030139198766651,1783.0353596605437,9,0,1,0,2.0
0,4.091957175718398,23,0,38.973841082047784,26931.20825989129,8,0,1,0,2.0
0,0.3266276170760427,58,0,1.0151533099176482,3779.7516658536415,14,0,0,0,0.0
0,0.6274478816273675,41,0,12.931852460800794,6309.599915702958,6,0,2,1,0.0
0,5.665892992506324,42,3,1.051107946281928,4092.451324199268,10,0,0,0,0.0
0,1.6509878286214277,48,0,29.533080691871593,2642.053681377564,6,0,1,0,2.0
0,2.0103631512181215,67,0,37.13535402965073,11692.437729916905,6,0,0,2,1.0
0,6.950735657846359,55,0,35.83524970133407,4908.244523539567,8,0,2,0,0.0
0,0.1541323532636249,61,0,0.0950354596331682,3432.47558531647,6,0,2,0,0.0
0,1.934407456111392,77,0,3.3202252054911963,2766.6211362708023,8,0,1,0,0.0
0,0.0135719118820041,40,0,116.25070772658242,5543.011157854591,7,0,0,0,0.0
0,0.4919828906672761,62,0,0.3848598406704345,2637.199357438061,8,0,1,0,1.0
0,5.85508707512462,45,0,3.717352888927128,8054.491021905491,6,0,4,0,1.0
0,0.2731839036228896,36,0,54.69803940711128,4059.775998509245,11,0,0,0,2.0
0,1.3149344461074866,53,0,5.620417726380599,9984.977961548751,7,0,0,0,2.0
0,0.3428378492851131,70,0,0.7726456909787406,1957.9339146183077,5,0,3,0,2.0
0,0.2836790663488673,61,0,1.0316804294080022,5366.09942280596,8,0,0,0,2.0
0,0.0706714689487533,39,0,7.376223542998027,6810.1680659075755,12,0,1,0,0.0
0,0.5459337327488597,35,0,0.6389434679884903,8596.553745568093,8,0,0,0,1.0
1,1.4891565803680196,54,0,47.423158741779936,5048.846896959681,6,0,2,0,1.0
0,3.0376094106578746,50,0,14.595827027571511,4908.244523539567,9,0,0,0,1.0
0,0.0205435547007462,33,0,10.789974715102977,7009.897840666991,4,0,0,0,1.0
0,8.338488262114115,63,0,0.4180595029295261,450.5354036853231,7,0,2,0,0.0
0,1.6842994739923909,42,0,0.0666609139332365,8425.354396124336,6,0,1,0,0.0
0,0.6420170576806111,44,0,1.1614649911254844,10803.188213006888,12,0,0,0,0.0
0,2.087799924067047,69,0,15.728640338809855,4908.244523539567,8,0,1,0,2.0
0,8.373776696706985,52,0,0.6133256626174923,845.2834345483647,5,0,2,0,1.0
0,0.2357756525586314,65,0,5.439991324754602,4908.244523539567,7,0,0,0,1.0
0,0.2091107663698396,57,0,3.292356942879576,4908.244523539567,6,0,0,0,0.0
0,0.4719303859542694,72,0,1.093813491007561,24546.310057222356,9,0,1,0,0.0
0,3.3325468148211854,28,0,15.192609329529308,7032.7735934990005,4,0,1,0,1.0
0,0.0273663712928772,67,0,38.87172866971393,2303.482230409413,6,0,1,0,0.0
0,1.5278443901791483,64,0,59.973246804746395,4908.244523539567,4,0,1,3,0.0
0,1.3360182021409184,52,0,0.2619891415095244,2438.9890053996696,8,0,0,4,0.0
0,1.3531942793793656,49,0,4.238879930000189,8698.384287908055,8,0,0,0,1.0
0,0.2539025856626624,51,3,0.3800170650464241,2249.3832049714356,8,0,6,0,1.0
0,6.301300223100505,23,0,2.6156722277508764,4908.244523539567,8,1,3,0,0.0
0,6.033799864213213,75,1,4.229286389041252,4908.244523539567,6,0,0,0,0.0
0,6.368175145669114,48,7,6.3790718718448405,4908.244523539567,12,0,1,0,0.0
0,0.0039929646140083,58,0,1.682072913031188,3769.5549329475975,6,0,1,0,0.0
0,0.2056146003225318,75,0,0.0769664474860038,4908.244523539567,10,0,0,0,0.0
0,0.1411159910685344,45,0,0.2392098690719276,3841.677558291807,5,0,0,0,0.0
0,2.5003256750812355,50,0,179.5457560928625,3366.9447688393434,5,1,1,0,2.0
0,2.7228323432644013,55,2,0.2976524549671048,2816.449689007514,9,0,1,0,2.0
0,0.3849164804395484,65,0,5.292726669003462,4908.244523539567,11,0,1,0,1.0
0,0.2508479012686003,48,0,81.24486377562211,2532.9639591150726,8,0,0,0,1.0
0,0.1674669188709008,25,0,0.6353941807198316,4789.446515448341,5,0,0,0,0.0
0,0.4834179962041823,29,0,3.732876407343142,10480.056093353198,5,0,0,0,1.0
0,0.7898888313967474,50,0,1.7304418410625984,16131.88117995622,14,0,0,0,1.0
0,0.8612002416985793,30,0,5.756668626478246,3743.3030180982046,5,0,3,0,0.0
0,0.6710109174770263,23,0,2.4538158766495424,2004.6381178147096,7,0,2,3,0.0
0,0.0057063092743314,60,3,3.624660461318974,4908.244523539567,11,0,2,0,1.0
0,2.0059442838310964,66,0,281.8203936902352,4142.059404055274,4,0,1,0,0.0
0,5.515665708892461,53,2,0.9096131619035472,28410.141726868005,8,0,2,1,0.0
0,2.0950547303933296,59,0,10.494598502689204,3883.942734243229,8,0,1,0,0.0
0,4.153624698606376,44,0,30.87694797205807,24249.12722243631,5,0,3,0,0.0
0,1.236407793072878,62,0,0.2110783856562894,5556.057909975254,5,2,1,0,3.0
0,6.5498489444776675,31,3,10.221428870486422,4908.244523539567,9,0,0,1,0.0
0,0.0207033506729604,75,0,1.9771252477309844,5711.331410199958,3,0,2,0,1.0
0,2.240406580030255,40,0,10.348510814693856,7144.130405966835,7,0,0,0,1.0
0,0.7988405940845618,40,2,0.2489633543578032,8033.23690590166,5,0,1,0,4.0
0,0.8560165452674393,35,0,6.298855027342198,4908.244523539567,7,0,2,5,0.0
0,1.011765655971111,39,0,13.623016423912723,3087.29087072477,8,0,1,0,1.0
0,4.080530322798381,39,1,14.363425126527378,2179.192533902592,12,0,1,0,1.0
0,2.6501135208715225,34,0,0.1147237208780607,4908.244523539567,12,0,0,0,0.0
0,0.1265543503663151,48,0,2.171827237270231,6330.701584254063,10,0,1,0,1.0
0,1.0850964289327594,47,0,0.1037549790433766,1915.883439625378,8,0,1,2,0.0
0,1.0785099875357722,44,0,1.706301363428448,3059.240379136837,8,0,2,4,1.0
0,5.835298112115797,62,0,0.0813459647533002,2852.305330385858,11,0,0,0,0.0
0,0.1334873812613256,71,1,9.75966370311614,4284.052393595546,9,0,2,0,0.0
0,0.1110261933353059,45,1,0.8017696093307601,4908.244523539567,11,0,0,0,0.0
0,0.0590756510950525,71,0,4.380568383808962,13509.283160684425,6,0,0,0,0.0
0,0.5068127727143064,25,0,1.037857458284582,4908.244523539567,7,0,0,0,1.0
0,1.1711317288338905,53,0,11.121334389530134,4908.244523539567,8,7,0,0,0.0
0,6.487451139106913,62,0,3.3571467425711843,11474.175593938178,7,0,1,0,2.0
0,0.6987168848481907,55,0,0.7376395007679664,4589.571011928819,10,0,2,0,0.0
0,2.7501406818132534,56,0,0.7028583231419631,3029.0237692766023,9,1,1,0,2.0
0,0.0034393822285434,44,0,19.347888516468178,8196.589923428504,3,0,1,0,1.0
0,0.0047421841233167,60,0,26.640150265965794,1192.5781402475995,4,0,1,0,0.0
0,2.6108020855451484,60,0,1.7840590185490026,1937.1256299531951,7,0,1,0,1.0
0,0.4113314252631128,45,0,0.6866010315674468,5001.697463192666,6,0,0,0,1.0
0,4.326177397633815,62,0,31.28405300658972,5871.604995720569,9,0,0,0,0.0
0,1.4741800786432937,64,0,0.6533571252000635,3650.9056932658623,5,0,0,5,1.0
0,0.035128352679395,37,0,52.034940308665114,4616.0429311452535,8,0,1,0,1.0
0,0.0911718253581747,55,0,0.716488197671411,4125.007581235053,11,0,1,0,1.0
0,0.7732277071892036,51,0,12.61891391587728,4908.244523539567,9,0,2,1,1.0
0,0.0791166424362674,52,0,1.2100607518471842,570.8670543171961,6,0,1,0,0.0
0,1.1339684531883858,57,0,0.2659459032352985,14011.987688307208,14,0,0,0,1.0
0,4.716050446528113,53,0,7.421482653602505,4908.244523539567,7,0,1,0,0.0
0,0.4495407117845644,44,4,7.788291080270238,4908.244523539567,8,0,1,1,1.0
0,0.8283549451977879,38,1,6.188014529300688,15437.95234070732,11,0,0,0,0.0
0,1.2453603984974524,37,0,2.44292480647119,2947.654895445913,11,0,0,2,1.0
0,2.8729160034985934,84,0,3.709478724339724,6443.1624463467015,9,0,0,0,1.0
0,6.157702251996463,63,0,1.482394482528171,4908.244523539567,6,0,1,0,1.0
0,2.412747650860544,61,0,0.357519567791307,4908.244523539567,10,0,0,2,0.0
0,0.0492686889870407,42,0,29.5537298718527,22247.01180373753,10,0,1,0,0.0
0,0.5214212751553124,54,0,3.9175830411318215,1524.7808763578553,6,2,1,3,2.0
0,0.4473803888816831,71,0,22.394618102711306,2929.9078022093927,8,1,3,0,1.0
0,0.5493729197401984,60,0,13.57588057987684,4908.244523539567,13,0,0,0,0.0
0,0.251745260707072,37,0,1.5784254040442054,298.6870428341295,4,0,0,0,0.0
0,0.177196839211311,43,0,0.5343669434860993,20479.928318688777,11,0,2,0,0.0
0,2.176404284055516,45,0,118.84210582270138,10447.902706665476,4,0,1,0,1.0
0,5.3527433432156455,42,0,0.845265256104017,1943.25152682745,6,1,0,0,2.0
0,5.317109213406438,56,0,24.11859961274309,4102.764678380352,9,0,1,0,1.0
0,3.959799318221552,41,2,31.669305356253577,3236.820755744138,13,0,4,2,2.0
0,0.5291934897431696,68,0,12.502658162530246,3901.6060468019346,8,3,1,0,1.0
0,0.0041445238200828,69,0,0.2345606677727297,4060.963848512589,12,0,4,1,0.0
0,0.1587643750064705,51,0,15.979313783966786,4908.244523539567,12,2,1,0,1.0
0,0.1294615716084885,41,0,70.25801000437511,7430.230989192543,10,0,0,0,0.0
0,0.0305561445234305,54,0,1.258382348211483,5616.556252504822,10,0,1,0,3.0
0,0.1589489016520503,34,1,0.1043646444918124,5550.762071852287,12,0,2,0,2.0
0,1.398177761978801,44,0,14.98550454863451,5893.969055877347,9,0,0,0,0.0
0,0.2457370087260664,47,0,0.1179480510286151,2210.2742690455557,10,0,0,0,1.0
0,0.3241252849845768,52,0,57.00894911068487,6308.412310938337,12,0,2,6,1.0
0,0.124827237951894,42,0,8.1408631213564,4710.098354123827,6,0,0,0,2.0
0,0.1144328198716402,53,0,1.6578375270214096,3261.3457781957563,10,0,1,0,0.0
0,0.1632375900118886,59,1,3.19932512679425,3370.5404683428724,6,0,1,0,0.0
0,4.819848107978173,50,1,0.1985249528370332,4908.244523539567,12,0,1,0,1.0
0,1.9105224207457976,54,0,0.8597729915224377,11088.336402140629,7,0,0,0,1.0
0,1.0978669057726334,50,0,0.0071149939053869,2684.961570413047,8,0,1,0,0.0
0,8.092764889908965,64,2,28.368348025908425,1555.4106974556496,8,0,2,0,1.0
0,0.3256247622165023,78,0,6.882629689271476,4950.93146219529,5,0,0,0,0.0
0,0.2498437171360351,36,0,3.433030814075598,2609.971960755729,4,0,0,0,2.0
0,2.9825804509956937,54,0,12.316366313532564,5048.289295195893,6,1,3,0,0.0
0,2.512253924319381,45,0,58.66195830980833,1786.7083102505237,9,0,2,5,0.0
0,2.6971103078959824,49,0,11.4474112190379,3656.687141237843,10,0,1,2,1.0
0,2.037716195922789,47,1,0.3244793382994976,20613.87830871059,8,0,0,0,0.0
0,0.0126822508733818,40,0,1.7290975799540655,4520.515289019732,6,0,3,1,0.0
0,0.0575733917438377,53,0,0.7944584911496048,7172.872348628751,9,0,2,0,0.0
0,0.6789824977174529,69,0,5.429764801021645,1818.2877874926744,8,0,2,0,0.0
0,4.879981429110356,41,0,0.3536799417990548,15162.624233973313,13,0,1,0,0.0
0,2.0892302297701435,40,0,0.350163917110852,2144.6443125254636,10,0,1,0,3.0
0,1.2555075823608282,30,0,0.0919194524399402,10076.142544729344,3,0,3,0,1.0
1,0.1648131333746536,38,0,0.2376659759041343,4598.286797543189,4,0,0,0,2.0
0,1.4493777648917603,70,0,0.4509008243268229,3027.3671069562542,10,0,0,0,0.0
0,3.14326908704797,79,1,5.2944765527006385,2630.151359745806,8,0,0,3,2.0
0,1.2823246895104825,71,0,1.6276311009883209,952.9592830688212,9,0,0,0,0.0
0,0.4936657377339862,57,1,4.005940174690912,3587.1944261788653,8,0,2,0,3.0
0,1.5545660354555604,53,0,119.32985497606845,4908.244523539567,12,0,1,0,0.0
1,0.2819945529653113,64,0,3.6664003524307622,6809.723505060923,12,0,1,0,0.0
0,7.851141123049116,49,0,3.795315124158668,5043.272064672393,5,0,0,0,0.0
0,2.1618003275188165,53,98,2.367030379023023,14167.794901401565,8,0,1,0,0.0
0,0.0382001744339901,23,0,458.4998837758731,7979.997701238224,11,0,0,0,0.0
0,0.8588804457727686,84,0,1.901737439979564,1299.0937421228116,5,0,0,0,1.0
0,1.0664454023944565,57,0,2.0750162205425067,4908.244523539567,7,0,0,0,0.0
0,3.217087216704701,71,0,52.38500617124396,9998.661833334532,11,0,1,0,1.0
0,0.3125374768628127,40,0,10.26896941423666,2585.482428522132,6,1,0,0,0.0
0,1.4924700327441185,53,0,48.973123438966674,7988.256650209948,8,0,5,0,1.0
0,0.1086611243451837,49,1,11.625987717994,4951.068834519727,12,0,4,0,1.0
0,2.203520777811473,28,0,0.1809692339547261,3038.6812807270144,9,0,1,0,1.0
0,0.1530717656595724,55,0,6.544644274634302,1335.4213729907578,5,1,2,0,0.0
0,0.0224311450845978,60,0,3.59056032296948,8517.912295239019,6,0,1,0,0.0
0,5.113586837869453,68,0,0.0265821589048329,4908.244523539567,8,0,1,0,0.0
0,2.950825615884354,60,1,0.0297401308583283,2870.250697195623,6,0,5,0,1.0
0,0.1413234109630955,56,0,2.5705099007099648,4908.244523539567,7,0,1,0,5.0
0,1.74688420072661,43,0,9.400725904718598,9971.2223958739,3,0,2,0,1.0
1,1.868774354832114,42,2,0.5087264575846854,8097.146360757932,11,1,2,0,0.0
0,2.5440714845776395,65,3,23.01423795101372,19748.94744818031,7,0,1,0,0.0
0,0.1258839666224346,69,0,4.328693820194167,4908.244523539567,4,0,1,0,0.0
0,0.3791841735143742,63,0,5.003671509709915,6445.097611266864,7,0,1,0,0.0
0,0.318907418783088,39,3,13.68260414417465,6587.583514615508,8,0,0,0,2.0
0,0.0552680013274499,57,1,5.9991771996973435,5058.177417442735,7,0,2,0,1.0
0,0.3445630564260976,32,0,0.4206647225391676,3291.7748363063715,22,0,0,0,0.0
0,2.429847501273617,71,0,6.835833727640567,8426.408035317905,7,0,1,0,0.0
0,2.2538490364799917,32,1,4.921731732119165,4908.244523539567,14,0,0,0,0.0
0,1.9754331062140271,40,0,3.3671722808984343,2907.107065829472,7,0,2,0,3.0
0,1.3487120039683445,74,0,1.5568846644906835,4908.244523539567,6,0,0,1,1.0
0,1.4486899939168705,60,4,2.275964516866459,3292.722557393372,11,0,2,0,0.0
0,7.927155119488411,40,1,2.4500599463697887,7615.262896111889,6,0,1,0,0.0
0,0.0137666072238648,52,0,5.336653267112761,3796.435147304755,7,0,1,0,0.0
0,3.482908554962227,83,0,85.07266539841221,4908.244523539567,10,4,1,0,2.0
0,0.4185810914784583,49,0,0.7950199012572867,4908.244523539567,4,0,0,0,2.0
0,3.456671431763029,48,2,11.938619002387156,7321.252193755341,4,0,0,0,1.0
0,0.6108642866770444,35,0,21.852885109735315,3768.121240764177,5,0,2,0,1.0
0,3.9316509634482903,50,0,1.1641849699433988,4908.244523539567,7,3,0,0,0.0
0,0.7652217859495737,51,0,1.482816840459776,7545.158024839525,5,0,0,0,0.0
0,3.0801361913162335,66,0,16.806001697296136,2030.446310595716,3,0,1,10,2.0
0,1.2725904713257266,54,0,5.490612755887551,6543.377267722484,10,0,0,0,0.0
0,8.488183311714119,57,3,7.665002710823861,6477.364934894378,8,0,1,0,0.0
0,0.9839358131616056,61,0,2.1007543036159695,4908.244523539567,6,0,2,0,0.0
0,0.9715950064535376,63,0,0.1838665816528278,6993.185853008757,10,0,1,0,2.0
0,0.4178045527327862,50,0,3.1332272623876123,3379.8851203224376,8,0,1,0,1.0
0,0.0694944551039132,48,0,0.1552150292751143,4908.244523539567,9,0,0,0,0.0
0,0.191956043269939,59,0,2.218562017730538,3201.0182946608697,10,0,1,0,1.0
0,0.0071747345049174,64,1,104.50126587388112,20826.75648777564,10,0,2,0,2.0
0,0.4246512209042807,67,0,27.05070470978801,1247.968401760739,7,0,1,0,0.0
0,2.477982751315238,45,0,0.0644269522030189,6842.253567028281,10,1,1,0,1.0
0,1.8754590531845563,43,0,7.676790802971886,2725.210529380224,11,0,3,0,1.0
0,0.053637429395321,76,0,118.02508660665612,322.62150389110434,7,0,0,0,1.0
0,1.200092508170647,61,0,0.1638051142555226,2801.069758700821,10,0,1,0,2.0
0,0.6481845608161874,42,0,0.0184379631117708,4908.244523539567,9,0,0,0,1.0
0,0.2702593908364198,70,0,0.4798218478813243,4151.283315752943,12,0,0,0,0.0
0,0.6726209820765995,18,0,25.95222031478735,6374.135988412919,11,0,0,0,0.0
0,1.462399889862262,52,0,0.2828649562971781,8071.658012169411,7,0,2,0,0.0
0,1.5730496046632567,41,9,0.1271179257177716,12881.049582212288,6,0,0,0,0.0
0,0.2143484581073498,39,0,0.4149478085427803,1908.974749375381,9,0,3,0,1.0
0,0.1752830698191545,70,0,0.4419337746689301,5085.873189795003,10,0,1,0,1.0
0,4.589877891653,59,0,0.2281324852486942,4605.271320713966,8,0,3,0,0.0
0,3.9684599136364618,43,0,179.0375234021691,1511.7429057954107,7,0,3,0,3.0
0,7.8901280319653715,87,0,24.988760336388506,6010.879328359919,7,1,3,2,0.0
0,4.042172119255206,45,0,0.6732501967134992,7921.995173002155,7,0,2,0,0.0
0,1.8300341661801571,55,0,10.07105577718135,4908.244523539567,10,0,1,0,0.0
0,0.0439932993443548,39,0,1.0926676030796625,7910.586935535701,10,0,3,0,1.0
0,0.5285623449248399,92,0,64.13851540477447,4514.873004264733,6,0,0,0,2.0
0,1.714932171325653,41,0,36.11322365180778,2282.5903952522167,6,0,1,0,1.0
0,0.0327968193340263,37,1,5.109623697585028,15710.009481782356,10,0,1,0,1.0
0,0.8611984477293824,52,0,0.130827665037813,4404.190322780727,6,1,1,1,1.0
0,5.305945632050898,78,0,0.5896028908585782,4941.424922621315,6,0,1,0,1.0
0,0.2473108308229942,31,0,154.72938553256142,11937.966233714156,5,0,2,0,0.0
0,1.756182647326991,37,0,3.541609028589149,4908.244523539567,11,5,1,0,0.0
0,3.671114718022068,61,1,0.73441161489757,19881.84594354482,5,0,0,0,1.0
0,0.0704359518584774,31,0,0.4172138929871921,4908.244523539567,6,0,2,0,2.0
0,0.3753756170420748,71,0,7.602513497069195,1640.9916114316952,7,0,2,0,0.0
0,0.0131727376854411,49,0,73.10671098531309,1925.8939664313104,6,0,1,0,0.0
0,0.5861601496320761,52,0,0.8329182508697431,1697.9365533461742,10,0,3,0,1.0
0,0.5087665630942452,42,0,19.897619320635275,4908.244523539567,11,0,1,0,0.0
0,6.383116630628406,43,0,0.0565893615352439,11357.920005683958,5,0,1,0,1.0
1,1.0329575572084266,43,0,27.116971302241303,1895.919346364485,16,0,2,0,2.0
0,0.0074495029753721,63,0,5.90405190186956,3973.9066714028254,11,1,2,0,0.0
0,1.3938079961701573,68,0,5.820033308498393,4908.244523539567,6,0,0,0,1.0
0,1.8571152647242328,74,0,0.1190736195914239,3606.765873084468,9,0,0,0,1.0
0,2.2129817888548367,53,0,0.713472318672609,10334.207987628964,6,0,4,0,1.0
0,0.0006497946506942,46,0,522.9489861501219,4993.663305581112,14,0,2,0,1.0
0,0.0507953091128073,43,0,6.194993494510171,23788.93280196283,9,0,3,0,0.0
0,0.0061821016339403,28,0,12.500210182793891,3318.9591144468795,4,0,1,0,0.0
0,1.489781994630062,25,0,27.0197256326318,3024.8115705277564,5,0,2,0,1.0
0,1.0724133165517595,49,0,3.626477045612714,4908.244523539567,10,0,0,0,0.0
