Unnamed: 0,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
2246,0,0.2647008502258318,70,0,19.85165105312224,1076.7542627221403,6,0,2,2,3.0
2247,0,5.223691556692463,62,0,1.8899284367733598,5616.610292474448,8,0,1,0,1.0
2248,0,1.273543102373802,47,0,0.6199352929444109,3520.7347937820514,10,0,1,0,0.0
2249,0,0.04181824174655569,30,0,0.13078109707973054,3784.158432837208,11,0,1,0,
2250,0,0.7507742687613086,49,0,0.529737866111123,4425.979089168652,8,0,1,0,0.0
2251,0,0.706973466564133,44,1,2.566186352576035,9231.375720943874,10,0,2,0,1.0
2252,0,0.8867912984573433,44,0,34.17921260209041,9652.064721930006,8,0,0,0,1.0
2253,0,0.018402893839819436,40,0,1.044129347407279,5878.385770815506,7,0,3,0,
2254,0,0.6826910260929799,46,0,3.458203670786411,4262.172075938752,6,3,1,0,1.0
2255,0,0.24296121456118458,48,0,4.128339271861735,,6,0,1,0,1.0
2256,0,3.0116861889895756,80,0,5.121475432701461,2805.6654308753473,11,0,2,0,
2257,0,0.25613340744528557,35,0,4.62506059223432,5981.448041956367,8,1,0,0,0.0
2258,0,0.9536581713432025,69,3,47.532355827646455,,7,0,2,0,0.0
2259,0,5.641667497182441,70,1,9.289180152594279,2711.018133033959,7,0,1,0,1.0
2260,0,1.4661373763342909,18,0,0.34016124240278367,9254.74978320385,6,0,0,0,0.0
2261,0,1.636423071894246,39,0,6.50173809435972,4394.475700713072,8,0,0,0,0.0
2262,0,0.4138087573315102,50,0,59.92153168845116,3881.0143110182034,9,96,0,0,1.0
2263,0,7.638582120066734,54,0,9.768866003132029,12853.422136338657,9,0,1,0,0.0
2264,0,6.74938423775761,29,1,0.5224367501106002,3544.3998004564864,8,0,4,0,0.0
2265,0,0.07205149104582251,48,0,23.57277710848566,4800.78903987786,11,2,0,0,2.0
2266,0,0.5357034571057594,58,0,48.38127120743278,,8,0,2,0,0.0
2267,0,2.1814759111658124,29,0,3.70620719587952,14676.383729636844,6,0,2,0,1.0
2268,0,3.2748072810007347,51,0,170.4112584133958,2566.5292738497296,8,0,2,0,2.0
2269,0,1.884527671850014,38,0,0.12530868955312055,4274.952112579825,10,0,2,0,0.0
2270,0,0.07307593017754374,48,0,0.12768911327285412,2360.059599371644,11,0,1,0,1.0
2271,0,1.7781451470718455,39,1,1.0088192770232811,13787.071756731248,14,0,1,0,0.0
2272,0,6.199097631153356,46,0,3.4936531948174627,10079.96484545315,10,0,3,0,2.0
2273,0,0.34977777137490945,46,0,1.9399820861638724,1585.5067257040366,9,0,2,0,0.0
2274,0,2.0408153669778137,77,0,1.4879593642409792,2831.897747887192,7,0,1,0,0.0
2275,1,1.2458540643282183,83,3,7.866686531613473,,5,0,3,0,3.0
2276,0,0.39009051569502934,83,0,36.802648259317955,4428.904605987824,9,0,2,0,0.0
2277,0,4.784663214192701,18,0,0.4326155098512133,1314.7532240926162,4,0,2,0,1.0
2278,0,0.4415211294464142,61,3,0.6674004380855539,3905.2676608768825,8,0,1,0,0.0
2279,0,3.3277034541519908,47,0,12.070829457831394,5553.646739228289,5,0,1,0,2.0
2280,0,0.5519342475267539,36,2,0.3501523811148784,4780.975831585516,10,0,1,0,3.0
2281,0,3.3929172653831148,73,0,3.0736173897573815,,12,0,0,0,0.0
2282,0,0.6335790517988653,49,0,27.890259378621785,,12,0,1,0,1.0
2283,0,0.1591887497154312,65,0,73.27827299731176,,12,2,2,0,0.0
2284,0,0.7243960089372435,67,0,5.731581911572135,6409.876089364754,11,0,1,0,0.0
2285,0,0.2826615538119744,62,1,68.8045438827787,3454.85316544536,6,0,1,0,0.0
2286,0,0.02094168011305145,46,0,12.4773271627254,3405.058457839302,8,3,1,0,1.0
2287,1,1.5730038335207333,47,0,20.13352834931414,11891.28789485011,7,0,6,0,
2288,0,0.7949415935242097,53,0,33.22830997530342,5731.028577024362,4,0,1,0,2.0
2289,0,0.5393912656765075,73,0,1.2162730637641364,,9,1,2,0,1.0
2290,0,1.4280511899745243,67,0,10.00464377226243,6770.870269785028,9,0,2,0,1.0
2291,0,4.6514447646175325,48,0,2.035381286438596,4969.707929147792,7,0,0,0,0.0
2292,0,0.5637253099777542,50,0,0.10936765825941074,3644.3082976150217,10,0,1,0,4.0
2293,0,4.411184999227325,78,0,7.151837625209654,3099.1012990710374,4,0,0,0,2.0
2294,0,0.30086088097391295,33,0,9.701582602862942,5602.709875557243,4,0,0,0,0.0
2295,0,0.02691605690935307,23,0,0.03844577006686068,1183.6553165012258,7,0,2,0,1.0
2296,0,0.20188331292137024,39,0,5.359640811769819,3754.948552858852,7,0,2,0,0.0
2297,0,0.4690390612227384,83,2,0.2555225345883446,,10,0,1,0,0.0
2298,0,0.20600379131126106,34,0,5.404720245147569,,8,0,1,0,0.0
2299,0,0.7792826397663516,38,0,228.90957284868142,5169.2292476701505,6,0,0,0,1.0
2300,0,2.939186244033649,56,0,0.951331637425847,9296.64637350446,11,0,1,0,0.0
2301,0,0.0024164001660303665,54,0,10.66179371507766,,4,0,0,0,0.0
2302,0,1.7235056700991493,69,0,67.6975154879504,,14,0,1,0,1.0
2303,0,0.6187689289808083,70,5,14.225354891378819,6135.4954879955,10,0,3,4,3.0
2304,0,0.2757341432550876,45,0,7.809170384390938,8996.751953182817,7,0,0,0,0.0
2305,0,0.4242104548071719,57,5,51.681544684934394,5198.939839663793,6,0,0,0,0.0
2306,0,0.050477237586307004,55,0,0.22960661230394222,16854.700568155222,7,0,1,0,2.0
2307,0,0.12131987415299486,40,0,13.941857024873327,19827.128125907082,7,0,0,0,1.0
2308,0,1.917891007869377,60,2,2.0407057387564747,,7,0,1,2,1.0
2309,0,4.928853274293047e-07,53,0,17.02683571823354,,12,0,1,0,0.0
2310,0,3.129558858884509,56,0,23.264267507679424,5958.8702261508515,3,0,2,0,3.0
2311,0,2.7027220221716677,42,0,61.18123453137259,1570.253372472762,9,0,1,0,0.0
2312,0,0.0004409112124953309,70,0,0.6509026067759105,3471.0614208932184,12,0,1,0,1.0
2313,0,0.03019356947397966,36,0,22.295682029712726,,7,1,1,0,0.0
2314,0,0.41999597500490254,39,0,0.08108655010344751,,8,0,1,0,0.0
2315,1,2.8640214128871784,82,0,4.3890024125305525,1683.5489469170652,9,0,0,0,0.0
2316,0,0.6655426772970698,45,1,0.6175297587019704,11519.935724601111,11,0,0,0,1.0
2317,0,0.21487886504367026,53,0,0.7286193319790166,3885.7661013087295,6,0,2,0,
2318,0,1.6956141585672473,49,0,29.13159862711429,5109.414665804004,8,0,3,1,1.0
2319,0,4.053613646133981,34,0,1.0567653094267995,,6,0,1,0,0.0
2320,0,0.9804006822171303,31,0,1.8774248749038356,1235.7821787856303,4,0,0,0,1.0
2321,0,0.07802437906190561,44,0,0.3108887913404905,2109.9361550260282,9,0,1,0,0.0
2322,0,4.881839319678934,46,0,0.9069182626608335,9695.075148770231,6,0,2,0,0.0
2323,0,0.006925810080239387,39,0,9.010152952950873,4063.263325850314,10,0,2,0,0.0
2324,0,0.0029398508362730854,58,1,2.055324035932527,2237.9646891892467,8,0,2,0,0.0
2325,0,0.2707405607607764,65,0,3.0186252642914613,9573.492288115682,8,0,1,0,0.0
2326,1,0.04837002197624962,56,1,5.9648957689480815,3893.083115732372,5,0,2,2,0.0
2327,0,0.06797764686027731,45,0,2.099830307127592,2296.404141161356,7,0,1,0,2.0
2328,0,0.7437787171961264,67,0,1.34001029352649,39572.41497504214,12,2,0,0,0.0
2329,0,3.4657293179005606,61,0,9.869991083083836,1318.655785938295,10,0,1,0,0.0
2330,0,1.91917181822925,75,4,1.6402647053641006,2134.005135945312,13,0,0,0,0.0
2331,0,0.0013900889967101966,42,0,0.3291834454535236,,9,0,3,0,2.0
2332,0,1.5971135773030465,39,0,2.889658574722967,2061.4961265149614,13,0,1,0,1.0
2333,0,2.546441553799897,64,0,7.772354784276101,5693.424610069961,8,0,2,0,0.0
2334,0,0.01706804473032593,51,0,3.2110228444540376,3065.951142471196,12,0,0,0,1.0
2335,0,1.04595662898498,55,0,0.3246498017826805,13532.970820900457,10,0,1,0,1.0
2336,0,0.0176727726243547,86,0,0.982942731528172,6384.053398694014,7,0,1,0,0.0
2337,0,0.20465562686067115,37,0,0.1849914199681604,17096.644011231907,17,0,1,0,0.0
2338,0,5.677393282961599,58,1,1.6419880424157853,5334.203000421543,6,0,1,0,1.0
2339,0,2.161611056181948,54,3,0.7783271444714958,2128.7208589398165,6,0,2,0,3.0
2340,0,1.4949395891225539,70,2,10.221800300304418,900.7435129473935,5,0,2,0,1.0
2341,0,0.12238443870003124,20,0,1.9672206335159088,994.7345104186666,6,0,1,0,2.0
2342,0,0.005683160601280649,45,0,41.262749733393356,87412.84541571725,8,0,1,0,0.0
2343,0,0.48909090000277544,60,0,1.2107839225894899,3911.5307784250103,8,0,0,0,0.0
2344,0,5.169729998561813,52,0,8.81644918672161,1369.1427668151273,13,0,3,0,1.0
2345,1,0.06293283961927569,54,0,1.8591661651703844,,8,0,1,0,3.0
2346,0,4.669073563500017,41,0,10.715190697673844,5687.303057744041,7,0,0,0,1.0
2347,0,0.36157310563788314,60,0,0.9140044140277936,4095.7521086038437,6,0,1,0,0.0
2348,0,2.120735217418666,69,2,20.08453251580412,16714.17723407552,6,0,0,4,1.0
2349,0,1.1713746770226752,77,0,0.7723481403112136,5998.326803786843,5,0,0,0,0.0
2350,0,0.6734685784586665,53,0,167.4251640861289,5152.054636841249,5,0,0,0,2.0
2351,0,0.0609837975945269,51,0,1.497926855768574,2636.503843308709,11,1,0,1,0.0
2352,0,1.6428221246412658,56,0,8.696417419577626,5121.905045709016,6,0,0,0,0.0
2353,0,0.045053202688482286,39,0,22.34788388565415,,7,0,4,0,0.0
2354,0,0.4328701541510822,47,0,0.6807838726798423,6058.080862156855,8,0,1,0,0.0
2355,0,3.8581446141237863,38,0,0.630190608541946,4466.649902893733,6,0,2,0,1.0
2356,0,3.7788469957587956,58,0,0.7350868029358674,814.6505723115339,7,0,0,0,3.0
2357,0,1.3691042606294865,41,0,22.439277833834716,3031.0837543122307,6,0,0,0,0.0
2358,0,2.2680272079491712,53,1,0.8753902976168929,2168.6997875398665,12,0,3,1,2.0
2359,0,0.6900525430230754,53,0,2.1638350577945604,2896.5787952304595,13,0,1,0,2.0
2360,0,1.8302301910881134,49,0,225.13791606093287,6389.350046314947,10,0,0,0,0.0
2361,0,0.020843172500241463,75,0,0.34750170082518295,13331.705338654332,6,0,0,0,1.0
2362,0,0.4953618604067419,65,1,5.235558400560891,4112.88542455879,8,0,3,0,1.0
2363,0,3.6371887370211424,60,0,7.684391888552287,,3,0,2,0,2.0
2364,0,0.19969089478236488,65,3,0.7944749014224793,,9,0,0,0,0.0
2365,0,6.941408688523541,44,0,31.347565208449467,7558.992384946114,10,0,2,1,0.0
2366,0,0.15941433919183617,40,0,0.04468660154472782,3763.132751270608,8,0,0,0,2.0
2367,0,0.4286268001316238,60,0,314.0446160984923,4967.604981567543,9,0,0,0,0.0
2368,0,0.07376850514770839,38,0,57.95407930558835,11456.118140856895,13,0,2,0,0.0
2369,0,1.6132368914197361,42,0,14.206626888972659,,11,0,1,0,0.0
2370,0,1.4660647354257996,49,0,30.72583247301016,11027.56578836494,9,0,0,0,2.0
2371,0,2.739172024322917,18,1,7.202885243936355,5648.4469680382645,10,0,0,0,0.0
2372,0,1.1108262684928047,40,7,4.24213952810153,5858.814686957563,13,0,1,0,2.0
2373,0,1.0976565495032298,64,0,2.8436544248813473,3123.559570284896,8,0,2,0,0.0
2374,0,3.498984860480618,53,0,0.637357064708889,12777.240035671519,8,0,1,0,1.0
2375,0,2.1394349200050127,60,0,0.3398268362528804,,9,0,1,0,0.0
2376,0,0.28839128864109576,62,0,2.547358378267503,5779.344073378973,10,0,2,1,2.0
2377,0,0.023431726341094725,38,1,0.42130369938164425,,15,0,0,0,1.0
2378,0,3.1995218886669834,21,1,5.465513260158301,10240.933944154667,10,0,1,0,0.0
2379,0,0.910399180714228,53,0,0.08845915255185653,9333.744298408761,10,1,0,3,0.0
2380,0,7.039860217781654,48,0,0.08523982190327603,8819.32551445931,7,0,1,0,0.0
2381,0,0.2808159195973964,42,0,3.1304540777362155,2313.1893932114194,12,0,1,0,0.0
2382,0,1.112720312692783,43,0,0.037263202367387914,7281.849991575191,4,0,3,0,0.0
2383,0,1.1124794796689255,68,0,0.03818755873147965,11152.4506349213,17,1,2,0,2.0
2384,0,0.9031610810186133,39,0,0.37449782771918383,3031.243490352021,13,0,1,0,2.0
2385,0,0.0401428300267835,59,0,0.6465066707024911,5654.072423301259,7,0,0,0,0.0
2386,0,0.09022098499853937,62,0,8.834733644257954,731.2832999978028,14,0,1,0,0.0
2387,0,0.2901032215851158,67,0,0.23393823576389408,,5,0,2,0,0.0
2388,0,1.37346466206129,32,0,0.1379150766667626,3564.107156123093,11,0,0,0,1.0
2389,0,0.17892713457816292,48,0,1.7074871753263359,2428.439690405844,14,0,1,0,0.0
2390,0,0.459184937500936,89,0,0.750620450841881,2176.582606366734,6,0,0,0,0.0
2391,0,0.01336603085217297,91,4,0.24607384342202399,17363.44114134533,9,0,2,0,3.0
2392,0,3.1637201056389967,81,0,2.6662295510056113,,8,1,2,0,1.0
2393,0,6.355202155303531e-06,62,1,0.34114024812973287,,9,0,1,1,1.0
2394,0,1.4916374819932257,56,0,1.9732493553761712,20504.927864882982,6,0,0,0,1.0
2395,0,0.28015768654179035,40,1,6.658842463240596,4749.7122004395105,10,0,0,0,0.0
2396,0,1.8373612190048803,26,3,147.80866673814415,6019.506084746368,5,0,2,0,1.0
2397,0,0.004667979281929538,66,0,7.165924127218886,5546.170724615794,6,0,0,0,1.0
2398,0,0.4964158411681219,45,1,1.1282514176551863,2282.2750826188935,7,0,0,0,3.0
2399,0,6.970802237215601,30,0,0.4125805786137712,1720.877200840621,8,0,1,1,1.0
2400,0,1.0282457962352465,59,1,0.03942843347997883,5503.8364577698285,11,0,2,0,2.0
2401,0,1.5907259542325431,96,0,5.438295452862308,14690.404889050922,8,0,0,0,2.0
2402,0,1.5051350334565363,59,0,2.5379858693144786,,17,0,0,0,3.0
2403,0,7.588540975801829,45,0,0.2536221350882582,5416.87634718488,6,0,0,0,0.0
2404,0,2.9812692170823225,61,0,9.39076249105602,,9,0,1,0,2.0
2405,0,0.05140734607137018,41,0,44.45088546376914,3761.006509275069,7,0,0,0,
2406,0,0.08587779596934157,45,5,61.151051405815394,,12,0,0,0,0.0
2407,0,0.6622044827171253,58,0,2.5191370650404323,,14,0,0,0,1.0
2408,0,4.020012336062483,28,0,3.8801516042476663,8055.271751419436,7,0,1,0,2.0
2409,1,4.0547427702951895,56,0,2.4164958797347094,814.3314619292403,13,0,1,0,0.0
2410,0,0.008373367585214371,49,1,2.1698779344912746,,9,0,1,0,3.0
2411,0,0.7469265166586769,50,0,20.89025750897866,,11,0,0,0,0.0
2412,0,1.9285540075184229,43,0,25.888346500475187,,6,0,0,0,2.0
2413,0,0.21004252651758099,75,0,0.2589047980038668,,4,0,2,0,1.0
2414,0,0.2403024427115327,36,10,1.2513828092920551,,8,0,0,0,0.0
2415,0,0.6831071011625928,45,0,0.13722580578919683,11519.610781763173,9,0,1,0,1.0
2416,1,3.711108793165607,57,0,24.792588944027468,,10,0,3,0,1.0
2417,0,5.411376440149192,74,0,28.850092773769575,2694.6461469243113,14,0,1,0,1.0
2418,0,0.42265146744110466,33,0,8.570258595458876,16691.28118622392,8,0,2,0,1.0
2419,0,7.832442295893966,59,0,5.304798098085811,,8,0,1,0,2.0
2420,0,6.037876165144485,48,0,0.3389369164996304,2963.3986020716384,10,0,4,0,1.0
2421,0,7.981432067907784,85,0,0.09362872297103558,7139.894850222162,7,0,2,6,1.0
2422,0,0.5518544907838687,61,1,1.8174478663379223,,6,0,1,0,0.0
2423,0,0.6334334048475531,48,0,3.1053509452092345,4702.2255525318615,7,0,1,0,1.0
2424,0,0.022126963397970132,32,0,0.2220210353159448,2305.549473699096,5,0,0,0,
2425,0,1.2537880807453992,52,2,11.755640660738502,5280.73189454993,2,0,1,0,0.0
2426,0,0.7249205651591581,50,0,9.94449439389495,,6,0,0,0,1.0
2427,0,2.3297678732385427,18,0,5.575093668300366,7180.248609354833,12,0,0,0,0.0
2428,1,1.7509443947178371,50,0,2.1144596684538293,,6,0,1,0,3.0
2429,0,3.775631652158527,74,0,11.825525919010808,1847.9239443542845,11,0,0,0,1.0
2430,0,3.0257761461442954,60,0,4.3948488750002905,2604.7090480523866,11,0,0,0,0.0
2431,0,0.06924247626922954,51,0,10.120362141341642,9668.622005727424,10,1,1,0,2.0
2432,0,1.0006902560415223,50,0,1.285427959120077,5630.29287705444,6,0,1,0,3.0
2433,1,0.3686056578659769,45,0,12.371590505817295,15194.252727018185,7,0,0,0,2.0
2434,0,0.020988304243652407,41,3,8.600677733700342,10154.020011032419,6,0,0,0,1.0
2435,1,2.4029939571052665,58,0,0.13897041135070612,2250.8389530525747,6,0,1,3,1.0
2436,0,5.356869493606492,45,0,1.5040707321070041,1895.0391989880216,5,0,0,0,1.0
2437,0,0.9594735079703819,54,0,6.743569843050044,1866.3687720323176,10,0,0,1,1.0
2438,0,1.1846150742411012,62,0,116.05543257496774,983.2809747020758,7,0,0,0,1.0
2439,0,0.0037589953985625356,27,0,2.809652653524128,2389.4511613106624,4,0,0,0,2.0
2440,0,0.0023281752631192187,30,0,5.525271688630343,6815.38493901022,6,0,2,1,1.0
2441,0,4.270787857360837,40,0,0.2679364163120479,8197.790098907277,5,0,2,0,1.0
2442,0,1.7708151303936257,45,0,4.512803763893128,4490.5122173741465,9,0,1,0,0.0
2443,0,0.5298704340975785,39,0,9.272401244538226,2391.851580552467,9,0,0,0,1.0
2444,0,3.6673289669501594,39,0,27.074925131638583,8655.957918505741,1,0,1,0,3.0
2445,0,2.44814100519371,39,0,3.9920841872676407,3539.472279439402,10,0,1,0,1.0
2446,0,2.856763666235706,40,0,22.441769061486525,2521.3207724688523,12,0,0,0,1.0
2447,0,0.48168767670804385,61,0,5.297058347436512,,11,0,2,1,2.0
2448,0,0.6526822563342303,43,0,4.206341537893263,5099.558309543529,11,0,0,0,2.0
2449,0,0.0005697961843179371,65,0,0.3555703625661254,,4,0,2,0,0.0
2450,0,5.460626344483231,68,0,14.527104867259498,6052.334544706838,11,0,2,0,0.0
2451,0,0.0008234875702376166,60,0,0.4166141802089977,7910.250530735961,5,0,2,0,0.0
2452,1,1.2327557956841675,30,0,1.3505818336575064,,6,0,2,0,2.0
2453,0,3.4293928902725868,40,0,12.420709029898843,4275.711964262033,5,0,0,0,1.0
2454,0,2.250006368297306,62,0,0.35423603283883387,17532.94729795341,5,0,1,0,1.0
2455,0,0.4787767059521578,76,0,0.16702340103871677,583.3250970341614,8,0,2,0,1.0
2456,0,4.288635616045963,24,0,0.7699396427620983,11168.81319238302,10,5,0,0,2.0
2457,0,0.07963551328678543,64,0,71.10746717077049,1802.8931655889935,9,0,3,0,0.0
2458,0,3.140815794633411,38,0,1.8687476558496152,,10,0,0,0,0.0
2459,0,0.4695673924291346,26,2,0.25479572581951077,767.2300944956752,10,0,0,0,0.0
2460,0,2.1018523380968714,62,0,1.9961996548383987,7570.402863001334,9,0,3,0,0.0
2461,1,0.3727908817092134,31,0,19.417670267283082,,9,0,0,0,0.0
2462,0,2.8383899343109547,31,0,7.558504885834227,1696.291595252298,8,0,0,0,1.0
2463,0,7.476149614642399,89,0,43.69473910330271,,6,0,1,0,0.0
2464,0,0.3359928535344148,26,1,1.833953567160704,9082.587365963784,8,0,1,0,0.0
2465,0,0.13787084505004207,34,0,50.79722906175465,1918.8513370478581,3,1,2,0,0.0
2466,0,2.0733849710662255,50,0,5.265051197908899,,5,0,0,0,2.0
2467,0,1.0761270145043844,41,0,372.2116048538456,,3,0,1,0,0.0
2468,0,0.09923445356268196,56,0,1.9750293700204218,17898.741985832377,3,0,1,4,1.0
2469,0,1.2510786180428655,59,0,9.263599725332776,4884.037717325064,9,0,0,0,1.0
2470,0,0.9980092003432655,36,0,9.970040182253493,3502.627585876166,9,0,0,0,1.0
2471,0,1.160623846079528,83,0,3.940075698521346,,8,0,0,0,3.0
2472,1,0.0004605018634554834,28,0,1.5848602506816458,13597.43777680795,4,0,1,0,0.0
2473,0,0.006527264246718163,47,0,14.749801847200546,4595.909716505759,6,0,0,0,0.0
2474,0,5.961784970564075,49,0,10.40693139361509,4839.028200926774,10,0,1,0,1.0
2475,0,2.398240353801355,52,0,4.5605628388603225,11791.690467131111,5,0,1,0,0.0
2476,0,1.5182860551283501,62,0,6.200477081468751,,12,0,0,0,1.0
2477,0,5.251662471017623,63,0,3.4099016529530832,9935.799813025587,5,0,2,0,0.0
2478,0,6.104749559752847,50,0,16.226047306503986,15835.741211013868,8,0,1,0,1.0
2479,0,1.0890905131088726,68,0,10.039398919358012,6841.738247773423,8,0,2,0,0.0
2480,0,4.487398850314423,30,0,18.051604403593846,8792.426016914302,13,0,1,0,0.0
2481,0,6.288117562569916,54,0,8.591682821349915,,4,0,1,0,1.0
2482,0,4.655940931584838,65,0,13.813562944577136,,13,0,2,0,1.0
2483,1,3.102337436518697,51,0,0.17683388693513977,4069.9738228577953,3,0,0,0,2.0
2484,0,0.2035457528417928,47,2,3.7021080892925116,,9,2,1,6,
2485,0,5.21158117570752,50,0,0.17888590531131732,,7,0,0,0,0.0
2486,1,0.024887645988769833,55,0,0.48371639455644294,6031.349043882368,9,98,3,0,0.0
2487,0,1.5879201593572567,55,0,4.385352401920194,1557.639620831167,6,98,0,0,0.0
2488,0,4.874091731751289,63,0,145.70237932830992,9906.272112552339,8,0,0,0,1.0
2489,0,1.559158657389307,62,0,3.1030316716069852,5578.296326702324,9,0,1,2,1.0
2490,0,6.2274933622426065,48,0,2.130344271400857,8516.18230857377,6,0,0,0,2.0
2491,0,3.453233858740281,55,0,0.8534676421027443,15171.918623519128,6,0,1,0,1.0
2492,0,0.005090869545865997,46,0,2.3789566307047187,7294.5639686160885,9,0,1,0,1.0
2493,0,0.1121883477279734,26,0,1.9917867957890363,,9,0,0,0,0.0
2494,0,0.0362096630633538,71,0,8.646246554438813,6643.794440911443,12,0,0,0,2.0
2495,0,1.0302218070870324,75,0,0.4305087504741329,5820.240231039207,9,0,0,0,2.0
2496,0,3.7482715135057325,55,0,23.70002949100709,2810.2497695463426,11,10,0,0,1.0
2497,0,0.6341703535144803,46,0,47.554092299306014,,5,0,1,0,1.0
2498,0,0.15517377286907394,43,0,1.9790222525784391,901.8938371898852,8,0,1,0,3.0
2499,1,1.012381224298012,73,0,0.7414186166812016,3351.9726019690493,8,0,0,0,0.0
2500,0,0.20987526489648817,40,0,20.113547406540903,,10,2,4,0,2.0
2501,0,3.1867960092479155,40,1,28.42679552245182,14194.433929804549,7,0,1,0,3.0
2502,0,2.3363460561911276,18,0,0.11840418574696678,6170.508966867998,11,0,2,0,1.0
2503,0,6.195866977631713,61,0,16.646598760908113,,4,0,1,0,1.0
2504,1,1.0688323527030277,74,1,0.41082039003098875,2695.311101335558,10,0,1,1,2.0
2505,0,0.22307584608721262,59,0,0.1425373358266095,5633.310152547561,8,0,2,0,0.0
2506,0,1.420106058071477,44,0,1.9353660122627656,14935.75625615017,11,8,4,0,1.0
2507,0,0.046690379366644,24,2,1.556870216821727,6808.299790534382,9,1,0,0,1.0
2508,0,0.9750647056189726,59,0,0.06336322134739472,2427.107393383117,9,0,0,0,1.0
2509,0,0.3083064745573936,56,1,3.00161343785506,2603.390947415196,2,0,0,0,0.0
2510,0,3.513618683665993,42,0,50.65390759293331,5414.7103214175895,10,0,1,8,0.0
2511,0,1.008328896368826,49,0,3.9157162227095776,16078.610280591449,10,0,2,0,0.0
2512,0,3.8106006130106445,61,1,0.43146005335277865,,13,0,1,0,
2513,0,0.7128577441998831,63,0,1.0081545192422685,9358.179161773536,7,0,0,1,1.0
2514,0,3.2872834522284666,61,0,43.64709381681214,9937.951071554646,9,0,1,0,0.0
2515,0,0.32355161108497565,71,0,1.9271852187603407,,6,0,0,0,0.0
2516,0,0.03657944104001197,55,0,0.16494786114229953,28466.971132339593,9,0,1,0,2.0
2517,0,0.7468311272668376,61,0,10.161923448151315,3281.037248463919,8,0,1,0,1.0
2518,0,0.8191980545844645,46,5,0.3475195681474125,4100.052072924435,8,0,0,0,0.0
2519,0,0.0009926050345503879,37,0,1.811122455758301,3100.2290036399704,8,0,1,0,1.0
2520,0,0.5677991381080356,59,0,341.80496090617476,7237.364342877254,9,0,2,0,0.0
2521,0,0.387525583356065,58,0,1.2597657339161423,4467.421602030981,11,0,2,0,2.0
2522,0,0.5976377817571226,44,0,24.746325484593577,2285.776241150408,10,0,2,0,1.0
2523,0,0.04303350193336917,66,0,8.74527347707441,,13,0,0,0,0.0
2524,0,5.976747932317411,48,0,25.562428943960942,8065.642119942296,7,0,0,0,1.0
2525,0,1.789724078464861,22,0,0.21850840277401495,9671.890709329942,11,0,1,0,1.0
2526,0,0.850977324376323,54,3,1.5631130189053177,25752.090257691158,8,0,0,0,4.0
2527,0,0.1804915287820608,31,0,0.29072158145653076,4104.688872377101,5,0,4,0,1.0
2528,1,1.2796323578748687,18,0,664.5837253028345,16188.17859510038,12,0,1,0,0.0
2529,0,2.4290138091326567,48,0,0.2782134863194896,10738.248948469576,6,0,0,0,0.0
2530,1,0.5708581352066956,61,0,7.3304887293402805,,9,0,1,0,0.0
2531,0,5.74727712478297,45,0,4.914729054477092,,7,0,2,0,2.0
2532,0,3.769904029206144,53,0,39.64146661181842,7139.754906674226,7,0,0,0,1.0
2533,0,2.720647183839502,46,0,4.880684784895122,1325.351939683045,7,0,1,0,1.0
2534,0,0.021374021070395374,47,0,2.6036849515417875,2855.8368459437797,6,0,1,0,1.0
2535,0,1.4196379086599753,26,0,0.7083955155068006,19462.68706197394,13,0,1,0,0.0
2536,0,6.281706320293909,18,0,9.792681822703907,9973.257554083688,8,0,0,0,0.0
2537,0,4.454138515991125,54,0,2.050674132342633,1757.5975121400581,10,0,0,0,1.0
2538,0,6.693198033525727,43,0,5.487240445132026,6121.228640525929,8,0,2,2,1.0
2539,0,0.28687076299594666,31,0,7.549581578834859,2204.013051527434,6,0,0,0,0.0
2540,0,2.3031518845655876,47,0,1.5553937574308523,4996.847361284653,9,0,2,0,0.0
2541,0,1.5584212682332244,31,0,6.962795600762098,,8,0,0,0,0.0
2542,0,0.8478321961591284,50,0,47.451455903437484,1851.0877717288088,11,0,0,0,0.0
2543,0,0.7058929291299101,18,0,0.6398616304188557,4158.136335545082,5,0,1,0,
2544,0,0.0042928784986723,70,0,6.442343921833592,2744.0860265677247,7,0,1,0,0.0
2545,0,0.5906578834130406,66,0,0.23872596178655536,979.4528245434419,8,0,2,0,1.0
2546,0,0.024083222908912204,37,0,4.895693925819373,2507.1587797213306,3,0,0,0,1.0
2547,0,0.6563828077522134,58,0,6.377060178718927,6305.08388728807,9,0,1,0,1.0
2548,0,0.06741461958925547,42,0,0.4783398541146079,5936.1308897842355,9,0,1,0,1.0
2549,0,4.847879133904121,85,0,0.6365172425398619,3618.0610874760127,10,0,1,0,0.0
2550,0,0.5240002111574972,29,0,0.3934447008223764,,9,0,0,0,1.0
2551,0,6.261991353008831,68,0,1.6998131203075373,22258.8595277778,13,0,1,0,0.0
2552,0,0.8625864069716267,65,0,38.54100265657986,1635.5024108681669,4,0,2,0,1.0
2553,0,0.10075436633426327,34,0,0.4812136659374282,3756.599352102094,6,1,4,0,0.0
